System,Issue URL,Symptom Category,Symptom Sub-Category,Symptom Stage,Root Cause Category,Root Cause Sub-Category,Root Cause Stage,Stage Gap,Fix Cost,Has PR,Fix Pattern,PR URL
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/383,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,5,5.03 hours,Yes,FP1: Data interaction and mapping,https://github.com/microsoft/graphrag/pull/373
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/379,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,90.69 hours,Yes,FP1: Data interaction and mapping,https://github.com/microsoft/graphrag/pull/405
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/367,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,18.46 hours,Yes,FP1: Data interaction and mapping,https://github.com/microsoft/graphrag/pull/373
microsoft_graphrag,https://github.com/microsoft/graphrag/issues/55,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,379.78 hours,Yes,FP6: Lifecycle and resource scheduling,https://github.com/microsoft/graphrag/pull/156
OSU-NLP-Group_HippoRAG,https://github.com/OSU-NLP-Group/HippoRAG/issues/123,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,33.34 hours,Yes,FP3: Checking and robustness,https://github.com/OSU-NLP-Group/HippoRAG/pull/120
OSU-NLP-Group_HippoRAG,https://github.com/OSU-NLP-Group/HippoRAG/issues/121,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S5: Generation,0,221.47 hours,No,N/A,N/A
OSU-NLP-Group_HippoRAG,https://github.com/OSU-NLP-Group/HippoRAG/issues/76,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,0,276.49 hours,Yes,FP2: Component logic and algorithm,https://github.com/OSU-NLP-Group/HippoRAG/commit/2f05c2759e51c8959d606138d6df72e259e8f420
OSU-NLP-Group_HippoRAG,https://github.com/OSU-NLP-Group/HippoRAG/issues/53,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,0,4304.32 hours,No,N/A,N/A
OSU-NLP-Group_HippoRAG,https://github.com/OSU-NLP-Group/HippoRAG/issues/31,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,3,58.61 hours,Yes,FP2: Component logic and algorithm,https://github.com/OSU-NLP-Group/HippoRAG/pull/32
OSU-NLP-Group_HippoRAG,https://github.com/OSU-NLP-Group/HippoRAG/issues/15,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,1,1113.88 hours,No,N/A,N/A
OSU-NLP-Group_HippoRAG,https://github.com/OSU-NLP-Group/HippoRAG/issues/6,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,1,1347.79 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2794,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,192.89 hours,Yes,FP2: Component logic and algorithm,https://github.com/QuivrHQ/quivr/pull/2843
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2784,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,2284.49 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2782,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,0,140.13 hours,Yes,FP6: Lifecycle and resource scheduling,https://github.com/QuivrHQ/quivr/pull/2795
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2777,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,4103.11 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2631,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,2448.84 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2599,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S5: Generation,0,2983.91 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2486,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,0,3609.84 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2397,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,0,2746.35 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2384,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,34.21 hours,Yes,FP5: Environment and documentation maintenance,https://github.com/QuivrHQ/quivr/pull/2388
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2356,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,2,4527.33 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2270,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,156.96 hours,Yes,FP1: Data interaction and mapping,https://github.com/QuivrHQ/quivr/pull/2289
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2267,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,178.54 hours,Yes,FP1: Data interaction and mapping,https://github.com/QuivrHQ/quivr/pull/2289
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2263,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,2,46.02 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2204,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,404.52 hours,Yes,FP1: Data interaction and mapping,https://github.com/QuivrHQ/quivr/pull/2289
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/2056,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,4,5843.74 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/1690,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S5: Generation,0,7.37 hours,Yes,FP1: Data interaction and mapping,https://github.com/QuivrHQ/quivr/pull/1694
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/1553,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S5: Generation,0,14.82 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/1393,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,18.76 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/1392,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,0,174.29 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/1363,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,111.3 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/1248,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,5,238.16 hours,No,N/A,N/A
QuivrHQ_quivr,https://github.com/QuivrHQ/quivr/issues/502,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S1: Indexing,0,27.88 hours,Yes,FP2: Component logic and algorithm,https://github.com/QuivrHQ/quivr/pull/518
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/2138,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S5: Generation,0,0.22 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/1044,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,5,3234.75 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/1040,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S1: Indexing,0,69.41 hours,Yes,FP2: Component logic and algorithm,https://github.com/zylon-ai/private-gpt/pull/999
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/1028,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,0,3409.04 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/990,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S1: Indexing,0,651.74 hours,Yes,FP6: Lifecycle and resource scheduling,https://github.com/zylon-ai/private-gpt/pull/999
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/943,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,5,4354.56 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/931,SP-B: Behavior Faults,SP-B2: Inefficient performance,S5: Generation,RC-A: Configuration Bugs,RC-A5: Resource provisioning and orchestration bug,S0: Initialization,5,4501.14 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/918,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S0: Initialization,5,4583.89 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/869,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,0,4872.4 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/844,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S0: Initialization,5,320.6 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/621,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,5,5934.16 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/567,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S0: Initialization,0,6053.29 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/566,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S5: Generation,0,2703.04 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/565,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,5,6055.35 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/564,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,1,6063.51 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/559,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,5,6068.05 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/557,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,5,4.53 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/538,SP-B: Behavior Faults,SP-B2: Inefficient performance,S5: Generation,RC-A: Configuration Bugs,RC-A5: Resource provisioning and orchestration bug,S5: Generation,0,6094.41 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/517,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,6105.31 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/491,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S5: Generation,0,136.22 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/468,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B2: Component coordination mistake,S1: Indexing,1,2.86 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/466,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S5: Generation,0,6203.33 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/461,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,1,6210.63 hours,No,N/A,N/A
zylon-ai_private-gpt,https://github.com/zylon-ai/private-gpt/issues/459,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,5,6211.53 hours,No,N/A,N/A
